"","Plot.name","Weight.of.Orig.Flask","Weight.soil.wet","Weight.soil...Flask.after.drying","Weight.soil.after.drying","Weight.flask...sand","Weight.beaker","Weight.beaker...silt","Weight.Sand","Weight.Silt","Weight.Clay","SAND","SILT","CLAY","Bulk.density","Depth","Field_cap","Perm_wilt","X330","X15000","X330.1","X15000.1","X330.2","X15000.2","X330.3","X15000.3","awc","awc1","awc2","awc3","awc4","awc5","X330.4","awc6","x330.5","awc7","x330.6","awc8","x330.7","awc9","x330.8","awc10","x330.9","awc11","x330.10","mean_fc"
"51","ROB938240",202.75,15.58,217.06,14.31,208.06,174.82,180.19,5.31,5.37,3.63,37.1,37.5,25.4,1.313235318,15,34.37156767,15.57053063,0.311,0.178,0.251,0.176,0.3,0.102,0.293,0.193,0.1880103704,0.133,0.075,0.198,0.1,0.272496327116581,0.56451675558778,0.296801975416006,0.750366260769259,0.304586867344369,0.452974723533348,0.252143260993283,0.621989112898758,0.297676551828671,0.577160550633466,0.324737540589517,0.692411436552548,0.346982838003071,0.605965081195019,0.492762174651834
"52","ROB938360",173.97,15.18,188.28,14.31,178.56,174.4,181.53,4.59,7.13,2.59,32.1,49.8,18.1,1.313235318,15,32.47326674,14.87033523,0.266,0.139,0.212,0.136,0.275,0.071,0.276,0.149,0.1760293151,0.127,0.076,0.204,0.127,0.307410434239344,0.538889857195922,0.306048511023596,0.720077005465412,0.311337641519842,0.435494714665354,0.253259668612597,0.595874370274788,0.273863880191925,0.530990522831516,0.324737540589517,0.692411436552548,0.320541180193341,0.514858945409661,0.459781532035927
"53","SHO424",204.47,16.67,220.31,15.84,214.77,172.53,176.95,10.3,4.42,1.12,65,27.9,7.1,1.33705879,15,30.7547163,14.87857013,0.182,0.069,0.143,0.068,0.212,0.027,0.197,0.072,0.1587614617,0.113,0.075,0.185,0.125,0.225419722961293,0.382986852403388,0.283954668724062,0.436368879344875,0.196796447312193,0.252143142257794,0.274125538335596,0.407976993049568,0.174002483932691,0.337370776506388,0.324737540589517,0.692411436552548,0.264202633131943,0.385765965326128,0.329911276858245
"54","SHO424120",178.95,18.05,196.5,17.55,186.66,172.92,179.62,7.71,6.7,3.14,43.9,38.2,17.9,1.33705879,15,32.33402353,12.88582707,0.265,0.137,0.21,0.135,0.277,0.071,0.259,0.148,0.1944819646,0.128,0.075,0.206,0.111,0.268527439217819,0.506518619760736,0.31574675274894,0.67221150171207,0.272153885973223,0.3794769511447,0.272647772670873,0.569270569992572,0.261754509549463,0.507511847790124,0.324737540589517,0.692411436552548,0.328448959486841,0.523087255348855,0.441953471118328
"55","SHO424240",203.94,14.9,218.75,14.81,212.68,177.48,182.95,8.74,5.47,0.6,59,36.9,4.1,1.33705879,15,38.95971363,30.08115232,0.156,0.048,0.122,0.047,0.187,0.016,0.195,0.048,0.0887856131,0.108,0.075,0.171,0.147,0.262470950629493,0.406286376346872,0.285320947699642,0.43580536514092,0.217682394150906,0.27568686980171,0.263051377528246,0.385350122982626,0.170949295971431,0.331450996684689,0.324737540589517,0.692411436552548,0.243394751148236,0.349070863586433,0.321460184645073
"56","SHO424360",587.36,49.62,635.56,48.2,614.11,522.93,539.52,26.75,16.59,4.86,55.5,34.4,10.1,1.33705879,15,30.38346031,12.36918959,0.207,0.089,0.163,0.088,0.235,0.039,0.219,0.094,0.1801427072,0.118,0.075,0.196,0.125,0.24959925553481,0.433461756249801,0.308548179240849,0.533590411620777,0.225835674910881,0.296942148378468,0.281277296750342,0.471656639823188,0.204919324117838,0.397314968937698,0.324737540589517,0.692411436552548,0.284176727798745,0.423485136794498,0.370260227123362
"57","SHO446",202.75,15.58,217.4,14.65,210.13,175.3,181.28,7.38,5.98,1.29,50.4,40.8,8.8,1.313333339,15,30.87335262,14.73782943,0.197,0.08,0.154,0.079,0.223,0.033,0.223,0.084,0.1613552319,0.117,0.075,0.19,0.139,0.269797446552459,0.444695569178687,0.308435985682656,0.541310407459303,0.240504976930782,0.315700493353459,0.274427646982585,0.468382232359149,0.200771317121823,0.389272461097746,0.324737540589517,0.692411436552548,0.267958751170613,0.399026110533402,0.367981700957663
"58","SHO446120",203.68,16.17,219.04,15.36,211.72,174.82,181.44,8.04,6.62,0.7,52.3,43.1,4.6,1.313333339,15,36.91049706,27.78365439,0.161,0.051,0.125,0.051,0.189,0.017,0.207,0.052,0.0912684267,0.11,0.074,0.172,0.155,0.283889008483944,0.43608936565292,0.297124383790169,0.48071239726489,0.236542794740175,0.30352503272858,0.264065305898955,0.407564239848339,0.178781853291627,0.346637423254138,0.324737540589517,0.692411436552548,0.240745839191716,0.349544457344788,0.336225850240564
"59","SHO446240",171.19,16.14,187.76,16.57,179.72,173.85,180.45,8.53,6.6,1.44,51.5,39.8,8.7,1.313333339,15,30.86184182,14.64504534,0.196,0.08,0.154,0.079,0.222,0.033,0.221,0.084,0.1621679648,0.116,0.075,0.189,0.137,0.265923120570094,0.439727571007463,0.307121871688621,0.533807802865202,0.236965461657304,0.310647407001323,0.274695765945325,0.463872671555083,0.198417344015471,0.384708378351248,0.324737540589517,0.692411436552548,0.267399619222045,0.397962394494198,0.36510342380246
"60","SHO446360",209.84,16.88,226.37,16.53,218.93,172.31,177.91,9.09,5.6,1.84,55,33.9,11.1,1.313333339,15,30.403364,11.79516946,0.215,0.096,0.169,0.094,0.238,0.042,0.224,0.101,0.1860819454,0.119,0.075,0.196,0.123,0.243483932354187,0.430813196320337,0.306909702302932,0.541607943139682,0.225747778346258,0.299715300187283,0.279025855640114,0.474443315045381,0.203027419163244,0.393646783121139,0.324737540589517,0.692411436552548,0.281949431913318,0.4264556015632,0.373190325084506
"61","SPR1575",203.94,16.77,220.27,16.33,213.16,176.03,181.5,9.22,5.47,1.64,56.5,33.5,10,1.27470589,15,30.31577789,12.26728211,0.206,0.088,0.162,0.087,0.226,0.037,0.221,0.093,0.1804849578,0.118,0.075,0.189,0.128,0.235069700574882,0.409614414242217,0.297495157179775,0.509960670115306,0.218338183149546,0.288907413780248,0.273000754554513,0.448206518906209,0.184449573789976,0.357626480549945,0.324737540589517,0.692411436552548,0.262833732494872,0.400269105405998,0.35654509450477
"62","SPR1575120",209.15,16.85,225.66,16.51,218.26,174.13,179.94,9.11,5.81,1.59,55.2,35.2,9.6,1.27470589,15,30.46005755,12.86686884,0.203,0.086,0.159,0.085,0.224,0.035,0.221,0.09,0.1759318871,0.117,0.074,0.189,0.131,0.241144484027404,0.413590954779545,0.298333320468783,0.51265726937833,0.222365836712082,0.293694946496419,0.272113093876107,0.449068426955493,0.184896981717976,0.358493952994436,0.324737540589517,0.692411436552548,0.26082386839085,0.396314968353298,0.356657450500915
"63","SPR1575240",202.17,19.18,220.92,18.75,214.62,176.03,180.15,12.45,4.12,2.18,66.4,22,11.6,1.27470589,15,29.00077164,9.753669144,0.219,0.099,0.172,0.098,0.237,0.043,0.213,0.105,0.19247102496,0.12,0.074,0.194,0.108,0.197681342216749,0.381237987365942,0.287648263442175,0.474706128030978,0.188837913357718,0.251757252079211,0.275997594359844,0.425364053083997,0.174967326056174,0.339241494263104,0.215357824794416,0.249807499449773,0.271755918682845,0.418248370370156,0.307396616785742
"64","SPR1575360",206.62,15.95,222.33,15.71,215.98,171.3,175.74,9.36,4.44,1.91,59.6,28.3,12.2,1.27470589,15,41.95603757,10.46903404,0.224,0.103,0.176,0.101,0.24,0.045,0.224,0.109,0.3148700353,0.121,0.075,0.195,0.115,0.217578638939749,0.406449587477027,0.297655073983498,0.519259963574565,0.208882639797116,0.280280000131024,0.276718278635173,0.454755773099502,0.188613046906424,0.365698975416185,0.324737540589517,0.692411436552548,0.275537303967377,0.426100301500374,0.364450548886475
"65","SPR1620",198.81,16.18,214.85,16.04,209,174.18,178.81,10.19,4.63,1.22,63.5,28.9,7.6,1.30456522,15,30.50552272,14.096672,0.187,0.072,0.146,0.071,0.213,0.029,0.202,0.075,0.1640885072,0.115,0.075,0.184,0.127,0.223605893392184,0.382054228946983,0.284451992688076,0.44568236229186,0.199702959506018,0.258060185454968,0.271442262322654,0.409634795050969,0.17043604870745,0.330455869350438,0.324737540589517,0.692411436552548,0.257447897824848,0.381669196949636,0.331633461327037
"66","SPR1620120",205.53,15.38,220.43,14.9,211.81,171.67,178.01,6.28,6.34,2.28,42.1,42.6,15.3,1.30456522,15,31.71647974,13.04778915,0.246,0.122,0.195,0.12,0.261,0.059,0.255,0.13,0.1866869059,0.124,0.075,0.202,0.125,0.275950719541239,0.489699693301527,0.312544151776697,0.646952764984445,0.270681571833658,0.371191609078112,0.268391576481931,0.545833033678087,0.240887048688509,0.467052244482965,0.324737540589517,0.692411436552548,0.303184169224063,0.47571498440688,0.422350524225869
"67","SPR1620240",208.12,17.84,225.46,17.34,222.04,171.29,173.19,13.92,1.9,1.52,80.3,11,8.8,1.30456522,15,37.54105365,9.551767014,0.197,0.08,0.154,0.079,0.222,0.033,0.184,0.084,0.27989286636,0.117,0.075,0.189,0.1,0.168154670400465,0.327089251737171,0.247406926237799,0.351016559412513,0.152351353072125,0.196543611972515,0.264036974298261,0.358814989149483,0.146945340064426,0.284910090712887,0.215357824794416,0.249807499449773,0.264876869845219,0.395636393691634,0.265528945102361
"68","SPR1620360",199.1,16.77,215.28,16.18,210.44,176.82,179.85,11.34,3.03,1.81,70.1,18.7,11.2,1.30456522,15,28.25669344,9.383365746,0.216,0.096,0.17,0.095,0.238,0.043,0.205,0.102,0.18873327694,0.12,0.075,0.195,0.103,0.191826684054089,0.37544527755562,0.28467516571745,0.454734346693535,0.179460820002359,0.237464472012449,0.278394067693013,0.416514897444313,0.174949442745598,0.339206820583515,0.215357824794416,0.249807499449773,0.279399786086287,0.424161167775321,0.302394043774048
"69","SS256",206.1,15.18,220.39,14.29,212.05,176.84,183.19,5.95,6.35,1.99,41.6,44.4,13.9,1.496470592,15,19.45229743,13.39467698,0.236,0.113,0.187,0.112,0.273,0.061,0.239,0.121,0.0605762045,0.123,0.075,0.212,0.118,0.32922447411606,0.568241325444466,0.343516491148017,0.698340524569478,0.303273792286569,0.40494165887939,0.29330807297169,0.617816861618209,0.315210639438124,0.611157127110044,0.324737540589517,0.692411436552548,0.370885163884221,0.552300632713034,0.461837233353379
"70","SS256120",202.8,16.08,217.89,15.09,211.49,178.34,183.13,8.69,4.79,1.61,57.6,31.7,10.7,1.496470592,15,30.18324346,11.57003872,0.212,0.093,0.167,0.092,0.252,0.047,0.208,0.098,0.1861320474,0.119,0.075,0.205,0.11,0.272879081398536,0.486121750553633,0.331176335259151,0.570347849177623,0.233987857364122,0.302161847818673,0.309536457577456,0.52816211431016,0.259761917595904,0.503648441478679,0.324737540589517,0.692411436552548,0.348256339216165,0.501130158342049,0.402089418021215
"71","SS256240",175.24,16.4,190.79,15.55,181.33,175.72,182.93,6.09,7.21,2.25,39.2,46.4,14.5,1.496470592,15,43.45223018,13.57451167,0.241,0.117,0.19,0.115,0.276,0.064,0.245,0.125,0.2987771851,0.124,0.075,0.212,0.12,0.337541562779213,0.580510674340704,0.342925176690461,0.717197281468387,0.314628584592641,0.422778530475269,0.289037542988154,0.631016796169076,0.324233159668031,0.628650754713578,0.324737540589517,0.692411436552548,0.375672509898469,0.564636257678503,0.471745611945279
"72","SS256360",201.56,16.5,217.57,16.01,207.77,173.96,180.95,6.21,6.99,2.81,38.8,43.7,17.6,1.496470592,15,44.30382755,13.57425736,0.262,0.136,0.209,0.134,0.291,0.078,0.255,0.146,0.3072957019,0.126,0.075,0.213,0.109,0.3287086745559,0.59526647757164,0.339402873401406,0.747751890592445,0.323429166742149,0.446591578241885,0.284234045445635,0.656629557705837,0.343365679889247,0.665746507933129,0.324737540589517,0.692411436552548,0.391208615314237,0.612018755710537,0.493946927664365
"73","SS32",174.68,16.65,190.93,16.25,182.46,176.4,182.22,7.78,5.82,2.65,47.9,35.8,16.3,1.180000027,15,31.7466084,12.10346781,0.254,0.128,0.201,0.126,0.248,0.057,0.258,0.137,0.1964314059,0.126,0.075,0.191,0.121,0.23032256278644,0.433282689307947,0.29128269023422,0.587766821927911,0.238455967977391,0.332540421207288,0.262364147490537,0.493559302342826,0.194839776278099,0.377771886536406,0.324737540589517,0.692411436552548,0.263074475293959,0.434838106051994,0.392106423993356
"74","SS32120",163.92,15.89,179.4,15.48,171.61,174.03,179.87,7.69,5.84,1.95,49.7,37.7,12.6,1.180000027,15,30.88401125,12.12311285,0.227,0.105,0.179,0.104,0.229,0.044,0.244,0.112,0.187608984,0.122,0.075,0.185,0.132,0.234490399643163,0.414535336662299,0.290746332619829,0.545486392031626,0.232152613228943,0.316180709528495,0.26246906011459,0.463860485927112,0.178836180820561,0.346742758075848,0.324737540589517,0.692411436552548,0.247162496924083,0.398885177738364,0.368827481501481
"75","SS32240",207.99,15.53,223.12,15.13,216.15,178.34,183.53,8.16,5.19,1.78,53.9,34.3,11.8,1.180000027,15,30.52924004,11.66021931,0.22,0.1,0.174,0.099,0.224,0.041,0.236,0.106,0.1886902073,0.12,0.075,0.183,0.13,0.222878677421319,0.397641857890648,0.287392610568986,0.517098699562507,0.220047347300023,0.29785806489341,0.263708916898638,0.444968744878581,0.169973482134982,0.329559006040143,0.324737540589517,0.692411436552548,0.243504803128515,0.391061744344471,0.356781777651119
"76","SS32360",205.81,14.99,220.34,14.53,213.58,178.9,183.59,7.77,4.69,2.07,53.5,32.3,14.2,1.180000027,15,30.90878521,11.21006453,0.238,0.115,0.189,0.114,0.238,0.049,0.244,0.123,0.1969872068,0.123,0.075,0.189,0.121,0.217422485604124,0.407374689160695,0.289261815787436,0.543246507021739,0.221202483326692,0.304205401000592,0.265504788513423,0.462517209752869,0.179268288343685,0.347580564797428,0.324737540589517,0.692411436552548,0.25418142042875,0.414326499734353,0.370969300729111
"77","SS452",166.15,15.45,181.19,15.04,172.14,173.76,181.01,5.99,7.25,1.8,39.8,48.2,12,1.269117671,15,30.97265154,14.28737641,0.222,0.101,0.175,0.1,0.238,0.044,0.249,0.108,0.1668527513,0.121,0.075,0.194,0.141,0.288397716511653,0.477606988911976,0.308522865588114,0.617301224953883,0.271523690707991,0.366600238174041,0.263736011460517,0.515059258737359,0.218320402578623,0.42329811667303,0.324737540589517,0.692411436552548,0.27226011756977,0.421181580789546,0.399768985890217
"78","SS452120",411.8,32.36,443.25,31.45,425.28,352.83,367.21,13.48,14.38,3.59,42.9,45.7,11.4,1.269117671,15,30.89392653,13.95444456,0.217,0.098,0.171,0.096,0.235,0.042,0.243,0.103,0.1693948197,0.119,0.075,0.193,0.14,0.279023921006814,0.464653817168463,0.308003737246059,0.595904003023159,0.261044708400953,0.350821849966275,0.266382102472036,0.501455313476347,0.2107919506687,0.40870131547033,0.324737540589517,0.692411436552548,0.269269964263968,0.414999367682599,0.390449736667247
"79","SS452240",411.8,32.36,443.25,31.45,425.28,352.83,367.21,13.48,14.38,3.59,42.9,45.7,11.4,1.269117671,15,30.89392653,13.95444456,0.217,0.098,0.171,0.096,0.235,0.042,0.243,0.103,0.1693948197,0.119,0.075,0.193,0.14,0.279023921006814,0.464653817168463,0.308003737246059,0.595904003023159,0.261044708400953,0.350821849966275,0.266382102472036,0.501455313476347,0.2107919506687,0.40870131547033,0.324737540589517,0.692411436552548,0.269269964263968,0.414999367682599,0.390449736667247
"80","SS452360",203.19,15.67,218.41,15.22,209.53,174.18,181.72,6.34,7.54,1.34,41.7,49.5,8.8,1.269117671,15,30.96091349,16.65592188,0.197,0.08,0.154,0.079,0.218,0.032,0.237,0.084,0.1430499161,0.117,0.075,0.186,0.153,0.294939162230201,0.468577468573252,0.307941042987975,0.577167713636639,0.264533857805554,0.351209855453294,0.264762092977439,0.480058847748075,0.201916037151879,0.391491941398797,0.324737540589517,0.692411436552548,0.254258322041348,0.385191965103307,0.377464475315083
"81","SS604",201.55,15.51,216.79,15.24,209.79,174.92,180.12,8.24,5.2,1.8,54.1,34.1,11.8,1.239374995,15,30.51466866,11.62541462,0.22,0.1,0.174,0.099,0.233,0.043,0.232,0.106,0.1888925404,0.12,0.075,0.19,0.126,0.231597628968563,0.413817313968008,0.296834761068819,0.533275105745626,0.223192787189993,0.300267885378327,0.270196370346798,0.460663779842329,0.185732014948753,0.360112986258265,0.324737540589517,0.692411436552548,0.261819413766572,0.409469405617467,0.366274355760234
"82","SS604120",200.43,15.57,215.6,15.17,207.35,343.83,349.92,6.92,6.09,2.16,45.6,40.1,14.2,1.239374995,15,19.43893989,12.61865624,0.238,0.115,0.189,0.114,0.247,0.052,0.25,0.123,0.0682028365,0.123,0.075,0.195,0.127,0.253936742017469,0.451435574382472,0.302175890228599,0.598909818837402,0.250273884244944,0.342528291770406,0.265727398928341,0.505358526905867,0.208467127942194,0.404193751953107,0.324737540589517,0.692411436552548,0.273831084741751,0.435326044934222,0.395833040485093
"83","SS604240",209.68,15.58,224.52,14.84,216.27,176.03,182.78,6.59,6.75,1.5,44.4,45.5,10.1,1.239374995,15,30.81389048,14.57895982,0.207,0.089,0.163,0.088,0.223,0.036,0.239,0.094,0.1623493066,0.118,0.075,0.187,0.145,0.272702649373103,0.447497952631169,0.302266198877691,0.566342521885183,0.253106989304015,0.338696315230928,0.263891587772892,0.476415921992173,0.194010978835897,0.376164943748448,0.324737540589517,0.692411436552548,0.252595311582378,0.390642311977762,0.374561036728928
"84","SS604360",200.63,15.13,215.03,14.4,208.73,173.85,179.04,8.1,5.19,1.11,56.2,36,7.7,1.239374995,15,19.16131305,15.41591981,0.187,0.073,0.147,0.072,0.206,0.027,0.216,0.076,0.0374539324,0.114,0.075,0.179,0.14,0.238719059852656,0.39513781240553,0.28757505347457,0.475293931499736,0.21826834081192,0.286102663674407,0.264160058229889,0.417437037753685,0.166157494406174,0.322160245320701,0.324737540589517,0.692411436552548,0.240096290243661,0.366265028541195,0.337346195977073
"85","TOI1577",166.93,15.15,179.54,12.61,172.26,174.82,180.65,5.33,5.83,1.45,42.3,46.2,11.5,1.288737369,15,30.9079658,14.02259427,0.218,0.098,0.172,0.097,0.238,0.043,0.243,0.104,0.1688537153,0.12,0.075,0.195,0.139,0.284953104681101,0.473926464498693,0.311367210143445,0.606099304328968,0.265271114945172,0.356081840551366,0.26800058001899,0.51038485804895,0.218567983520114,0.423778147604723,0.324737540589517,0.692411436552548,0.276048811487704,0.422459169763406,0.396012838304423
"86","TOI1577360",171.25,15.7,185.01,13.76,178.82,173.03,177.62,7.57,4.59,1.6,55,33.4,11.6,1.288737369,15,30.43005473,11.5526719,0.219,0.099,0.172,0.098,0.239,0.044,0.227,0.105,0.1887738283,0.12,0.074,0.195,0.122,0.237450983939044,0.424786693015412,0.303671666092845,0.540494003893288,0.223949262784418,0.299178038508932,0.276332809940317,0.470746188414998,0.197769627346841,0.383452530328203,0.324737540589517,0.692411436552548,0.276708259795283,0.423813279668393,0.371989288216525
"87","TOI1596",383.57,31.04,413.92,30.35,397.08,347.39,359.7,13.51,12.31,4.53,44.5,40.6,14.9,1.214020639,15,31.56016586,12.64901273,0.244,0.12,0.193,0.118,0.246,0.053,0.256,0.128,0.1891115313,0.124,0.075,0.193,0.128,0.251259371888442,0.449353853738226,0.297944816398161,0.602146458407886,0.251514186283719,0.346537908608811,0.262329402558829,0.505556682707659,0.204919324117838,0.397314968937698,0.324737540589517,0.692411436552548,0.268238405243234,0.432701323078286,0.396820239275556
"88","TOI1596120",383.57,31.04,413.92,30.35,397.08,347.39,359.7,13.51,12.31,4.53,44.5,40.6,14.9,1.214020639,15,31.56016586,12.64901273,0.244,0.12,0.193,0.118,0.246,0.053,0.256,0.128,0.1891115313,0.124,0.075,0.193,0.128,0.251259371888442,0.449353853738226,0.297944816398161,0.602146458407886,0.251514186283719,0.346537908608811,0.262329402558829,0.505556682707659,0.204919324117838,0.397314968937698,0.324737540589517,0.692411436552548,0.268238405243234,0.432701323078286,0.396820239275556
"89","TOI1596240",204.58,16.91,221.04,16.46,212.66,174.18,180.54,8.08,6.36,2.02,49.1,38.6,12.3,1.214020639,15,30.86684786,12.32949848,0.224,0.103,0.177,0.102,0.232,0.044,0.241,0.11,0.1853734938,0.121,0.075,0.188,0.131,0.243078194896975,0.425626651160087,0.296543707285118,0.555991479017016,0.236509033270485,0.320530756655033,0.265298424882684,0.473182107746703,0.188097296404692,0.364698994592231,0.324737540589517,0.692411436552548,0.256307510856019,0.406523707301999,0.373905921184147
"90","TOI1596360",200.28,16.2,216.13,15.85,208.2,173.03,179.87,7.92,6.84,1.09,50,43.2,6.9,1.203105278,15,43.93600258,18.34702637,0.181,0.067,0.141,0.067,0.195,0.024,0.224,0.07,0.2558897621,0.114,0.074,0.171,0.154,0.25916403266781,0.411833152237503,0.288394241138128,0.492352699327205,0.234785818592211,0.309306872308269,0.257791749605555,0.417569652626952,0.163338698176129,0.316694924070966,0.324737540589517,0.692411436552548,0.226617973630065,0.350272008553516,0.339221885970633
"91","TOI533",206.94,15.39,221.82,14.88,213.08,177.48,184.22,6.14,6.74,2,41.3,45.3,13.4,1.331470574,15,31.26015595,13.47419727,0.233,0.11,0.184,0.109,0.254,0.052,0.248,0.117,0.1778595868,0.123,0.075,0.202,0.131,0.290918318244995,0.49693022785542,0.317903871742619,0.642734220780877,0.275469355275363,0.372426196763654,0.271293779826116,0.544060597763613,0.243607648195807,0.472327173596593,0.324737540589517,0.692411436552548,0.30250921141312,0.463294080800729,0.418471266737585
"92","TOI533120",165.7,15.11,180.35,14.65,173.13,174.92,179.74,7.43,4.82,2.4,50.7,32.9,16.4,1.331470574,15,31.58022297,11.6954932,0.254,0.129,0.202,0.127,0.27,0.065,0.245,0.138,0.1988472977,0.125,0.075,0.205,0.107,0.246274567917181,0.473945717448861,0.3150774080808,0.625183862822523,0.245384215602791,0.338385096547976,0.280776911406439,0.53416347353187,0.24057202536878,0.466441450547198,0.324737540589517,0.692411436552548,0.318766354570714,0.500990961817646,0.418411090842602
"93","TOI533240",174.68,15.2,189.14,14.46,180.36,176.27,183.27,5.68,7,1.78,39.3,48.4,12.3,1.331470574,15,31.02179513,14.25530041,0.224,0.103,0.177,0.102,0.248,0.048,0.247,0.11,0.1676649472,0.121,0.075,0.2,0.137,0.302813141406001,0.502614605711305,0.318489149041257,0.64291537768485,0.281581252504549,0.378570377311471,0.269703840239091,0.540872085728139,0.242141822831298,0.469485107033691,0.324737540589517,0.692411436552548,0.295768225575419,0.448850573546341,0.415610869415304
"94","TOI533360",175.24,15.94,190.6,15.36,182.03,174.03,180.44,6.79,6.41,2.16,44.2,41.7,14.1,1.331470574,15,31.37922775,12.78696571,0.238,0.115,0.188,0.113,0.258,0.055,0.247,0.122,0.1859226204,0.123,0.075,0.203,0.125,0.277342839185627,0.487867829081201,0.317342607297883,0.634463483075576,0.265818097368273,0.360594813342256,0.274175929103605,0.540384810304536,0.241639179684662,0.468510539861695,0.324737540589517,0.692411436552548,0.30673088053036,0.472652829244339,0.417080521951105
"95","WHIS25",210.16,15.31,225.11,14.95,220.5,176.84,179.84,10.34,3,1.61,69.2,20.1,10.8,1.129999995,15,40.43885948,9.559382312,0.213,0.094,0.167,0.092,0.211,0.035,0.216,0.099,0.30879477168,0.119,0.075,0.176,0.117,0.173042596617546,0.332778923767376,0.258792517450047,0.412825822074561,0.177852322654324,0.238456893833758,0.255848481551948,0.374731949276356,0.1339715401826,0.259755386932549,0.215357824794416,0.249807499449773,0.225478995989889,0.36976330827963,0.276829071237637
"96","WHIS25120",205.91,16.74,222.13,16.22,214.61,174.4,179.09,8.7,4.69,2.83,53.6,28.9,17.4,1.129999995,15,19.59436913,11.56033631,0.261,0.135,0.208,0.132,0.244,0.058,0.257,0.144,0.0803403282,0.126,0.076,0.186,0.113,0.202431482684199,0.407214140488126,0.281166527329603,0.557060710723797,0.218511110001107,0.308742969360688,0.26263654137715,0.467179091269023,0.176668958254504,0.34254076311895,0.324737540589517,0.692411436552548,0.250853409895239,0.427591783949416,0.379340081405686
"97","WHIS25240",202.91,16.2,218.86,15.95,212.82,173.96,178.21,9.91,4.25,1.79,62.1,26.6,11.2,1.129999995,15,17.7474593,10.67411493,0.216,0.096,0.17,0.095,0.213,0.037,0.226,0.102,0.0707334437,0.12,0.075,0.176,0.124,0.192059693406162,0.356077205090575,0.270080874595245,0.455243104392837,0.195805977296644,0.264369262680834,0.2587292750008,0.401589030961114,0.144636774710297,0.280434048368346,0.324737540589517,0.692411436552548,0.227130121313767,0.373288525148917,0.331673873926834
"98","WHIS25360",198.9,15.32,214.05,15.15,211.43,172.31,174.17,12.53,1.86,0.76,82.7,12.3,5,1.129999995,15,30.71634231,19.38794686,0.164,0.054,0.128,0.054,0.17,0.016,0.179,0.055,0.1132839545,0.11,0.074,0.154,0.124,0.147652413768332,0.254075209460136,0.190961066097872,0.249338838645542,0.151475645528339,0.190990897110425,0.221553277187026,0.281307862520045,0.09673224192293,0.187552676451255,0.215357824794416,0.249807499449773,0.202029065680926,0.322243584815573,0.21602877895025
"99","WHIS64",198.81,16.04,214.58,15.77,209.2,175.72,179.73,10.39,4.01,1.37,65.9,25.4,8.7,1.299999952,15,29.57824862,11.94915328,0.196,0.08,0.154,0.079,0.221,0.033,0.203,0.084,0.1762909534,0.116,0.075,0.188,0.119,0.211053313244123,0.375646011950892,0.283007459218499,0.444382244643567,0.19191638581501,0.249602408530447,0.273185536516081,0.410675681104987,0.169983595152861,0.329578614017095,0.215357824794416,0.249807499449773,0.262873272396714,0.393057138182775,0.293340872534503
"100","WHIS64120",407.1,31.64,437.95,30.85,427.79,346.12,354.26,20.69,8.14,2.02,67.1,26.4,6.5,1.299999952,15,31.18456498,16.0531126,0.177,0.065,0.139,0.064,0.204,0.024,0.194,0.067,0.1513145238,0.112,0.075,0.18,0.127,0.213794636432906,0.360935426272872,0.271082342335506,0.406191847676392,0.189878625051743,0.242993451359567,0.265441817326517,0.384012493845607,0.158345662226897,0.307014002412582,0.215357824794416,0.249807499449773,0.249392616266651,0.368004480606924,0.275723563783974
"101","WHIS64240",407.1,31.64,437.95,30.85,427.79,346.12,354.26,20.69,8.14,2.02,67.1,26.4,6.5,1.299999952,15,31.18456498,16.0531126,0.177,0.065,0.139,0.064,0.204,0.024,0.194,0.067,0.1513145238,0.112,0.075,0.18,0.127,0.213794636432906,0.360935426272872,0.271082342335506,0.406191847676392,0.189878625051743,0.242993451359567,0.265441817326517,0.384012493845607,0.158345662226897,0.307014002412582,0.215357824794416,0.249807499449773,0.249392616266651,0.368004480606924,0.275723563783974
"102","WHIS64360",203.68,15.25,218.6,14.92,212.75,176.4,181.06,9.07,4.66,1.19,60.8,31.2,8,1.299999952,15,30.53295226,13.87736519,0.19,0.075,0.149,0.074,0.215,0.03,0.207,0.078,0.1665558707,0.115,0.075,0.185,0.129,0.231107577035153,0.393491592908548,0.290232101242991,0.466713973861764,0.207350656705157,0.269336720260774,0.272507831770716,0.421911005533474,0.175600127531193,0.340468423443518,0.324737540589517,0.692411436552548,0.258929143180265,0.385604247222413,0.339176127253004
